order_id,invoice_no,gross,order_date,customer_id,sku
ORD_007E798101E2,INV-A-04-000083,2028.21,2026-09-04,CUST-PROFILE_A-00670,SKU-AR-LINEN
ORD_00BF4595F8BB,INV-C-04-000059,52008.18,2026-09-04,CUST-PROFILE_C-00361,SKU-CW-PANEL
ORD_00F4CE6E4040,INV-B-04-000027,4640.01,2026-09-04,CUST-PROFILE_B-01418,SKU-BP-MEAL
ORD_018826202AB9,INV-A-04-000026,19674.73,2026-09-04,CUST-PROFILE_A-00533,SKU-AR-TABLEWARE
ORD_02628D9DFADE,INV-B-04-000063,4922.00,2026-09-04,CUST-PROFILE_B-00607,SKU-BP-DESSERT
ORD_04625A796135,INV-B-04-000068,7443.68,2026-09-04,CUST-PROFILE_B-00940,SKU-BP-DESSERT
ORD_0501DC158BAC,INV-B-04-000034,3943.48,2026-09-04,CUST-PROFILE_B-01193,SKU-BP-DESSERT
ORD_05405AA4C5A4,INV-C-04-000052,21776.25,2026-09-04,CUST-PROFILE_C-00274,SKU-CW-CABLE
ORD_05B374F5D060,INV-B-04-000046,6419.66,2026-09-04,CUST-PROFILE_B-01235,SKU-BP-MEAL
ORD_0771DA8A265C,INV-A-04-000011,"21,763.63",2026-09-04,CUST-PROFILE_A-00840,SKU-AR-KITCHEN
ORD_0861C0DC2720,INV-B-04-000065,5841.06,2026-09-04,CUST-PROFILE_B-00134,SKU-BP-MEAL
ORD_09189AB1ABF4,INV-B-04-000032, 7449.64 ,2026-09-04,CUST-PROFILE_B-01377,SKU-BP-MEAL
ORD_097FD4CE85C6,INV-A-04-000082,20361.82,2026-09-04,CUST-PROFILE_A-00115,SKU-AR-TABLEWARE
ORD_0BDCD10D909A,INV-C-04-000077,38990.99,2026-09-04,CUST-PROFILE_C-00300,SKU-CW-PANEL
ORD_0C5D31847562,INV-A-04-000030,11053.29,2026-09-04,CUST-PROFILE_A-00667,SKU-AR-LINEN
ORD_0D10ED5F0520,INV-B-04-000036,383.90,2026-09-04,CUST-PROFILE_B-00051,SKU-BP-BEVERAGE
ORD_0D76DF734249,INV-B-04-000018,1371.57,2026-09-04,CUST-PROFILE_B-00401,SKU-BP-MEAL
ORD_0DB33E75E6E7,INV-C-04-000040,32226.66,2026-09-04,CUST-PROFILE_C-00055,SKU-CW-PANEL
ORD_0DCAA38A9EF1,INV-A-04-000080,17549.46,2026-09-04,CUST-PROFILE_A-00494,SKU-AR-TABLEWARE
ORD_0EB0F91B9DB5,INV-A-04-000066,8478.09,2026-09-04,CUST-PROFILE_A-00851,SKU-AR-DECOR
ORD_0F46DA5569FF,INV-A-04-000004,17001.95,2026-09-04,CUST-PROFILE_A-00623,SKU-AR-TABLEWARE
ORD_113969404EE0,INV-A-04-000014,8519.09,2026-09-04,CUST-PROFILE_A-00255,SKU-AR-KITCHEN
ORD_114E1BA8C56D,INV-B-04-000080,5991.22,2026-09-04,CUST-PROFILE_B-00624,SKU-BP-MEAL
ORD_11EE413A2B91,INV-A-04-000077,16887.71,2026-09-04,CUST-PROFILE_A-00278,SKU-AR-TABLEWARE
ORD_121CA52EF6D4,INV-C-04-000068,7784.90,2026-09-04,CUST-PROFILE_C-00399,SKU-CW-CABLE
ORD_1274FEC90146,INV-A-04-000059,10828.57,2026-09-04,CUST-PROFILE_A-00638,SKU-AR-KITCHEN
ORD_140C5F9D0C61,INV-B-04-000040,1324.58,2026-09-04,CUST-PROFILE_B-01383,SKU-BP-DESSERT
ORD_1418B0B49994,INV-C-04-000013,49061.71,2026-09-04,CUST-PROFILE_C-00302,SKU-CW-INVERTER
ORD_1505A76FD608,INV-C-04-000002,21529.20,2026-09-04,CUST-PROFILE_C-00371,SKU-CW-CABLE
ORD_1571A3C0D962,INV-B-04-000042,5607.40,2026-09-04,CUST-PROFILE_B-01425,SKU-BP-BEVERAGE
ORD_15BBFACC8AAA,INV-A-04-000029,14204.75,2026-09-04,CUST-PROFILE_A-00655,SKU-AR-LINEN
ORD_15FBEAEFE22A,INV-B-04-000051,7691.63,2026-09-04,CUST-PROFILE_B-00081,SKU-BP-MEAL
ORD_162750663830,INV-B-04-000015,6894.41,2026-09-04,CUST-PROFILE_B-00597,SKU-BP-DESSERT
ORD_1656B47A9933,INV-A-04-000045,14051.49,2026-09-04,CUST-PROFILE_A-00181,SKU-AR-LINEN
