order_id,invoice_no,gross,order_date,customer_id,sku
ORD_01DDDCFC00FA,INV-C-01-000066,32462.73,2026-09-01,CUST-PROFILE_C-00190,SKU-CW-PANEL
ORD_0554E496B202,INV-C-01-000053,25319.57,2026-09-01,CUST-PROFILE_C-00151,SKU-CW-PANEL
ORD_05EE7BFD30C1,INV-B-01-000027,3602.39,2026-09-01,CUST-PROFILE_B-00165,SKU-BP-MEAL
ORD_061843F1DEB8,INV-A-01-000019,11209.87,2026-09-01,CUST-PROFILE_A-00762,SKU-AR-LINEN
ORD_06876828D218,INV-B-01-000067,4119.45,2026-09-01,CUST-PROFILE_B-01087,SKU-BP-BEVERAGE
ORD_088DB94BD576,INV-A-01-000070,23239.15,2026-09-01,CUST-PROFILE_A-00574,SKU-AR-KITCHEN
ORD_0897492A4B8A,INV-A-01-000069,5586.97,2026-09-01,CUST-PROFILE_A-00268,SKU-AR-DECOR
ORD_08C05B6A8551,INV-B-01-000082,5729.57,2026-09-01,CUST-PROFILE_B-00906,SKU-BP-BEVERAGE
ORD_097CBDAFF75D,INV-C-01-000005,59470.87,2026-09-01,CUST-PROFILE_C-00036,SKU-CW-INVERTER
ORD_0B17885DF8D2,INV-C-01-000007,46181.20,2026-09-01,CUST-PROFILE_C-00076,SKU-CW-MOUNT
ORD_0B65DC7CD657,INV-C-01-000057,53201.27,2026-09-01,CUST-PROFILE_C-00321,SKU-CW-PANEL
ORD_0CE49DFE9331,INV-C-01-000058,37478.92,2026-09-01,CUST-PROFILE_C-00186,SKU-CW-INVERTER
ORD_0E8A1A8438B0,INV-C-01-000026,54833.82,2026-09-01,CUST-PROFILE_C-00255,SKU-CW-MOUNT
ORD_0F4CB84657D6,INV-C-01-000077,56097.07,2026-09-01,CUST-PROFILE_C-00327,SKU-CW-PANEL
ORD_102F0556D14C,INV-B-01-000048,3521.10,2026-09-01,CUST-PROFILE_B-00768,SKU-BP-BEVERAGE
ORD_11CB74F05466,INV-B-01-000065,4949.45,2026-09-01,CUST-PROFILE_B-00190,SKU-BP-BEVERAGE
ORD_124748B5B421,INV-A-01-000047,18686.25,2026-09-01,CUST-PROFILE_A-00876,SKU-AR-KITCHEN
ORD_14028435220B,INV-C-01-000033,16325.30,2026-09-01,CUST-PROFILE_C-00122,SKU-CW-CABLE
ORD_167122E14EB8,INV-C-01-000044,14455.68,2026-09-01,CUST-PROFILE_C-00014,SKU-CW-PANEL
ORD_17184DAAD124,INV-A-01-000033,20034.78,2026-09-01,CUST-PROFILE_A-00169,SKU-AR-LINEN
ORD_1745EF7954B1,INV-A-01-000068,17866.05,2026-09-01,CUST-PROFILE_A-00045,SKU-AR-KITCHEN
ORD_18105AE4645F,INV-A-01-000013,15626.51,2026-09-01,CUST-PROFILE_A-00686,SKU-AR-LINEN
ORD_19196A841691,INV-B-01-000001,6505.50,2026-09-01,CUST-PROFILE_B-01492,SKU-BP-BEVERAGE
ORD_19DBD5711EF4,INV-A-01-000041,22717.11,2026-09-01,CUST-PROFILE_A-00584,SKU-AR-TABLEWARE
ORD_1A7FDB30453B,INV-C-01-000070,8653.05,2026-09-01,CUST-PROFILE_C-00275,SKU-CW-INVERTER
ORD_1C374D1DBFF8,INV-B-01-000068,6021.24,2026-09-01,CUST-PROFILE_B-01439,SKU-BP-BEVERAGE
ORD_1D3E96CD4C16,INV-A-01-000050,7005.38,2026-09-01,CUST-PROFILE_A-00399,SKU-AR-LINEN
ORD_1D43DEE9E64C,INV-B-01-000059,2807.09,2026-09-01,CUST-PROFILE_B-01167,SKU-BP-DESSERT
ORD_1D69632432A7,INV-C-01-000046,20984.76,2026-09-01,CUST-PROFILE_C-00289,SKU-CW-INVERTER
ORD_1DB083D4393F,INV-C-01-000024,13785.72,2026-09-01,CUST-PROFILE_C-00007,SKU-CW-CABLE
ORD_201EE74EBE73,INV-C-01-000023,37251.84,2026-09-01,CUST-PROFILE_C-00248,SKU-CW-PANEL
ORD_2155A6323542,INV-C-01-000025,19349.25,2026-09-01,CUST-PROFILE_C-00058,SKU-CW-CABLE
ORD_217CD9E0251C,INV-B-01-000049,1046.88,2026-09-01,CUST-PROFILE_B-01284,SKU-BP-MEAL
ORD_21A1F92EE60A,INV-B-01-000081, 6101.81 ,2026-09-01,CUST-PROFILE_B-01241,SKU-BP-DESSERT
ORD_22DC9EC7725B,INV-C-01-000064,33599.31,2026-09-01,CUST-PROFILE_C-00274,SKU-CW-PANEL
ORD_250F626F1E27,INV-C-01-000078,47860.23,2026-09-01,CUST-PROFILE_C-00391,SKU-CW-INVERTER
ORD_25B82DF4BB41,INV-B-01-000051,"6,184.23",2026-09-01,CUST-PROFILE_B-00711,SKU-BP-DESSERT
ORD_25EC0BA7AC5B,INV-A-01-000037,14280.33,2026-09-01,CUST-PROFILE_A-00567,SKU-AR-DECOR
ORD_28D825156663,INV-B-01-000077,3822.56,2026-09-01,CUST-PROFILE_B-00105,SKU-BP-BEVERAGE
ORD_28ED0097E049,INV-B-01-000050,7560.59,2026-09-01,CUST-PROFILE_B-01401,SKU-BP-DESSERT
ORD_2A59C2CB2935,INV-A-01-000072,1611.12,2026-09-01,CUST-PROFILE_A-00596,SKU-AR-DECOR
ORD_2A5DE5306F76,INV-A-01-000025,22622.16,2026-09-01,CUST-PROFILE_A-00787,SKU-AR-LINEN
ORD_2C92C34FCECF,INV-B-01-000022,4890.71,2026-09-01,CUST-PROFILE_B-01473,SKU-BP-DESSERT
ORD_2DBC1C109420,INV-A-01-000046,17794.99,2026-09-01,CUST-PROFILE_A-00473,SKU-AR-DECOR
ORD_2E7B8A192DC4,INV-C-01-000019,27618.17,2026-09-01,CUST-PROFILE_C-00395,SKU-CW-CABLE
ORD_318EE72AABC2,INV-B-01-000035,554.34,2026-09-01,CUST-PROFILE_B-01369,SKU-BP-DESSERT
ORD_31989417D1A2,INV-B-01-000015,2605.52,2026-09-01,CUST-PROFILE_B-00301,SKU-BP-MEAL
ORD_325EDCF1EA05,INV-B-01-000005,7206.12,2026-09-01,CUST-PROFILE_B-01474,SKU-BP-BEVERAGE
ORD_34024BB257EE,INV-B-01-000033,4643.75,2026-09-01,CUST-PROFILE_B-01504,SKU-BP-DESSERT
ORD_35E9CE067E77,INV-C-01-000039,22731.72,2026-09-01,CUST-PROFILE_C-00354,SKU-CW-CABLE
ORD_361F1BDBBC47,INV-B-01-000060, 3777.37 ,2026-09-01,CUST-PROFILE_B-00665,SKU-BP-MEAL
ORD_372C60318931,INV-C-01-000000,36472.85,2026-09-01,CUST-PROFILE_C-00317,SKU-CW-PANEL
ORD_37AB3855D8F6,INV-A-01-000057,17683.56,2026-09-01,CUST-PROFILE_A-00578,SKU-AR-LINEN
ORD_3943AB1D8DB2,INV-C-01-000080,50494.56,2026-09-01,CUST-PROFILE_C-00074,SKU-CW-INVERTER
ORD_397B0B1CC306,INV-A-01-000076,6915.81,2026-09-01,CUST-PROFILE_A-00830,SKU-AR-DECOR
ORD_3A0B722C10EC,INV-A-01-000081,1092.55,2026-09-01,CUST-PROFILE_A-00408,SKU-AR-LINEN
ORD_3AD44987B52E,INV-B-01-000057,4817.32,2026-09-01,CUST-PROFILE_B-01213,SKU-BP-BEVERAGE
ORD_3C7713E1B637,INV-C-01-000016,29689.08,2026-09-01,CUST-PROFILE_C-00164,SKU-CW-PANEL
ORD_3C79F12158D4,INV-A-01-000007,11194.80,2026-09-01,CUST-PROFILE_A-00747,SKU-AR-TABLEWARE
ORD_3D62A73DE633,INV-C-01-000054,23525.08,2026-09-01,CUST-PROFILE_C-00351,SKU-CW-PANEL
ORD_3E2C0DCE0FCD,INV-C-01-000049,21918.35,2026-09-01,CUST-PROFILE_C-00238,SKU-CW-MOUNT
