payment_id,order_id,method,authorized,captured,status,captured_at
PAY_003FDADBAB77,ORD_707BCC8EDC5E,card,6813.59,6813.59,captured,2026-09-09
PAY_0170117EC5C1,ORD_D2E4EDF1EBE9,upi,59198.88,59198.88,captured,2026-09-09
PAY_024D477A934F,ORD_C3824DD1E815,card,12130.08,12130.08,captured,2026-09-09
PAY_04710D097D27,ORD_8FBEA0D08686,upi,5415.30, 5415.30 ,captured,2026-09-09
PAY_05A87F62CA9A,ORD_9079A39B3103,upi,5780.71,5780.71,captured,2026-09-09
PAY_061A1C2D25AA,ORD_3787FC30D800,card,7699.58,7699.58,captured,2026-09-09
PAY_071F30B8E025,ORD_3E7A335C0E16,card,27042.21,27042.21,captured,2026-09-09
PAY_08F2FD501AE3,ORD_24D5BDB37834,card,44521.56,44521.56,refunded,2026-09-09
PAY_09F17B72D524,ORD_4EC83516E8D2,card,23851.79,23851.79,captured,2026-09-09
PAY_0BF8FA5F1835,ORD_EFD51A7658FF,upi,18065.94,18065.94,captured,2026-09-09
PAY_0C79E751414D,ORD_666E64941B3A,card,17232.84,17232.84,captured,2026-09-09
PAY_0D35CC7908D5,ORD_193ADC1265A5,wallet,18917.83,18917.83,captured,2026-09-09
PAY_0DB387286845,ORD_447207ADDDCF,netbanking,5822.22,5822.22,captured,2026-09-09
PAY_0FA5D9128084,ORD_13A767D4A302,card,46881.07,46881.07,captured,2026-09-09
PAY_11465A638C76,ORD_F9B3244CFE96,wallet,18796.94,18796.94,captured,2026-09-09
PAY_129276132682,ORD_F57FE2155C34,upi,1562.11,1562.11,captured,2026-09-09
PAY_12CB6C133A13,ORD_1DEE569845F6,upi,18460.35,18460.35,captured,2026-09-09
PAY_13A38F6E7AD5,ORD_75C64955B73B,card,5407.11,5407.11,captured,2026-09-09
PAY_1483D322C19E,ORD_92DD99BEB78D,wallet,40200.00,40200.00,captured,2026-09-09
PAY_15917E0BEB06,ORD_ECA9203700AD,card,18273.03,18273.03,captured,2026-09-09
PAY_15A923254D1E,ORD_415446D225EB,upi,18495.04,18495.04,captured,2026-09-09
PAY_15D83B4C15F1,ORD_108E02EE7101,upi,16904.78,16904.78,captured,2026-09-09
PAY_1617EC026B56,ORD_F35D024ABC71,netbanking,35288.94,35288.94,refunded,2026-09-09
PAY_17553FE49D33,ORD_8CF494C96ECE,upi,1709.93,913.45,partial,2026-09-09
PAY_1771773C2BD7,ORD_524E44E2763A,card,31109.24,31109.24,captured,2026-09-09
PAY_18CBCF286EC9,ORD_9A322779EEAE,wallet,15980.99,15980.99,captured,2026-09-09
PAY_193F305EF949,ORD_306246B54C15,wallet,54096.19,54096.19,captured,2026-09-09
PAY_1A60DD74535F,ORD_8D37C4262CFC,netbanking,20612.99,20612.99,captured,2026-09-09
PAY_1B3917D0AC67,ORD_348BE6E671B8,wallet,19989.32,19989.32,captured,2026-09-09
PAY_1D8C7DD7E0EC,ORD_2F8B91CACA24,netbanking,2103.20,2103.20,captured,2026-09-09
PAY_1E0AF357A127,ORD_3AA3FA0F52D9,card,7779.96,7779.96,captured,2026-09-09
PAY_1E4BA8BA74CF,ORD_6FE28208B906,card,55187.39,55187.39,captured,2026-09-09
PAY_1E8F8EB048DF,ORD_96DAEB3BDC8B,card,24882.37,24882.37,captured,2026-09-09
PAY_20B66F426A4F,ORD_2F8668ED956D,upi,10491.27,10491.27,captured,2026-09-09
PAY_220F3640BAF0,ORD_68B804057086,card,5677.22,5677.22,captured,2026-09-09
PAY_222A3681F8F6,ORD_BD0D71AFD4D6,upi,4267.98,4267.98,captured,2026-09-09
PAY_224D72D8E131,ORD_3634A213F1AB,card,5461.66,5461.66,captured,2026-09-09
PAY_234B2C1A9828,ORD_119C5D7CBD47,upi,1608.08,1608.08,captured,2026-09-09
PAY_25DB5739393B,ORD_AEBF12B8C9A5,upi,11468.82,11468.82,captured,2026-09-09
PAY_276FBB4B3363,ORD_38F77956634D,card,7936.91,7936.91,captured,2026-09-09
PAY_287EF74F7248,ORD_A71981021F63,upi,2459.74,2459.74,captured,2026-09-09
PAY_28A94B98D74C,ORD_A08828EF52EA,netbanking,44267.44,44267.44,captured,2026-09-09
PAY_2AABDD672028,ORD_B395F110EEAA,card,51443.65, 51443.65 ,captured,2026-09-09
PAY_2ADBC41178B3,ORD_31919B8F2167,netbanking,16872.01,16872.01,captured,2026-09-09
PAY_2B3DF02C12C1,ORD_D3E68040F05B,card,31799.69,31799.69,captured,2026-09-09
PAY_2BDE681E00D7,ORD_342C4B678984,upi,14936.83,14936.83,captured,2026-09-09
PAY_2C1352FDE5F8,ORD_3BB939E678FD,card,24608.45,24608.45,captured,2026-09-09
PAY_2D150FC24439,ORD_3D1FF23E066C,upi,20771.64,20771.64,captured,2026-09-09
PAY_2D2177CDD721,ORD_5664E3BE510F,upi,472.38,472.38,captured,2026-09-09
PAY_2EC19816D76D,ORD_A1410B4A0E71,card,28671.17,28671.17,captured,2026-09-09
PAY_30830D5FE5D2,ORD_7BFACA2405C6,card,2979.27,2979.27,captured,2026-09-09
PAY_309FA9F37407,ORD_984F53A5A4E5,upi,5485.02,5485.02,captured,2026-09-09
PAY_310292D306D9,ORD_F62AE0708D15,card,1731.40,1731.40,captured,2026-09-09
PAY_32518461BAE6,ORD_829D5A19B742,card,26250.12,"26,250.12",captured,2026-09-09
PAY_32A18E6CD96B,ORD_18275F3617BD,card,16963.95,16963.95,captured,2026-09-09
PAY_333B1DAD9F04,ORD_041A030842C7,wallet,1479.30,1479.30,captured,2026-09-09
PAY_34C4DE97CFCD,ORD_F60FC227007E,upi,6406.98,6406.98,captured,2026-09-09
PAY_34E40E898EC2,ORD_333F841C0922,card,4617.26,4617.26,captured,2026-09-09
PAY_37832F5A6168,ORD_0B40F5C36491,upi,13515.09,13515.09,refunded,2026-09-09
PAY_387FC608E68B,ORD_A7F0D290FB12,card,23847.09,23847.09,captured,2026-09-09
PAY_394149CB4B88,ORD_BD8AC6139556,netbanking,3947.37,3947.37,captured,2026-09-09
PAY_3EC1460E043C,ORD_9D9AE9D9CF57,netbanking,58624.78,58624.78,captured,2026-09-09
PAY_4045D5E37B7F,ORD_E17D0AD3DE63,card,6084.01,6084.01,captured,2026-09-09
PAY_40D068888C02,ORD_E75377B136AA,card,25406.19,25406.19,captured,2026-09-09
PAY_4318651F6856,ORD_109AAF6EB65F,upi,2070.12,2070.12,captured,2026-09-09
PAY_438F353D6918,ORD_BD8E912A55EB,card,2757.25,2757.25,captured,2026-09-09
PAY_4414080F3FC9,ORD_5C966A332B92,card,18403.03,18403.03,captured,2026-09-09
PAY_44E293DC5AC0,ORD_AC808993DCB9,upi,17227.14,17227.14,captured,2026-09-09
