order_id,invoice_no,gross,order_date,customer_id,sku
ORD_0079F8BF3BA5,INV-C-08-000025,42268.98,2026-09-08,CUST-PROFILE_C-00154,SKU-CW-CABLE
ORD_015AF5A12968,INV-A-08-000063,12796.81,2026-09-08,CUST-PROFILE_A-00786,SKU-AR-LINEN
ORD_023A893F9442,INV-A-08-000002,8262.45,2026-09-08,CUST-PROFILE_A-00585,SKU-AR-KITCHEN
ORD_09D6D8C5BB74,INV-C-08-000045, 24952.38 ,2026-09-08,CUST-PROFILE_C-00192,SKU-CW-PANEL
ORD_0CE622D187EB,INV-C-08-000018,12148.67,2026-09-08,CUST-PROFILE_C-00062,SKU-CW-MOUNT
ORD_0D8275A3753F,INV-B-08-000051,4600.47,2026-09-08,CUST-PROFILE_B-00590,SKU-BP-MEAL
ORD_0E7FF175AC77,INV-C-08-000034,24908.87,2026-09-08,CUST-PROFILE_C-00045,SKU-CW-MOUNT
ORD_0F3472883ED2,INV-C-08-000011,20194.78,2026-09-08,CUST-PROFILE_C-00344,SKU-CW-PANEL
ORD_102A0B97B1DE,INV-B-08-000069,293.83,2026-09-08,CUST-PROFILE_B-01025,SKU-BP-DESSERT
ORD_110CE3E4572E,INV-A-08-000024, 438.97 ,2026-09-08,CUST-PROFILE_A-00673,SKU-AR-DECOR
ORD_117ED21165C7,INV-B-08-000028,4178.43,2026-09-08,CUST-PROFILE_B-00409,SKU-BP-MEAL
ORD_1226A2549481,INV-C-08-000058,55034.15,2026-09-08,CUST-PROFILE_C-00222,SKU-CW-INVERTER
ORD_125E6D076C20,INV-C-08-000051,11480.74,2026-09-08,CUST-PROFILE_C-00297,SKU-CW-PANEL
ORD_12725600B67C,INV-A-08-000042,5585.92,2026-09-08,CUST-PROFILE_A-00196,SKU-AR-TABLEWARE
ORD_130199C1B54A,INV-C-08-000070,55745.89,2026-09-08,CUST-PROFILE_C-00092,SKU-CW-INVERTER
ORD_1415567ABD7A,INV-B-08-000040,6865.19,2026-09-08,CUST-PROFILE_B-01388,SKU-BP-DESSERT
ORD_14A6FBDAA63A,INV-C-08-000007,18331.94,2026-09-08,CUST-PROFILE_C-00030,SKU-CW-INVERTER
ORD_14B6EEF06F04,INV-B-08-000063,5548.37,2026-09-08,CUST-PROFILE_B-00887,SKU-BP-MEAL
ORD_159EF2566F87,INV-A-08-000034,12287.64,2026-09-08,CUST-PROFILE_A-00646,SKU-AR-LINEN
ORD_1626FE8749BB,INV-A-08-000077,4010.83,2026-09-08,CUST-PROFILE_A-00691,SKU-AR-DECOR
ORD_17AB6F262305,INV-B-08-000024,7328.35,2026-09-08,CUST-PROFILE_B-00905,SKU-BP-DESSERT
ORD_18477AEDEC67,INV-B-08-000070,5403.26,2026-09-08,CUST-PROFILE_B-00851,SKU-BP-BEVERAGE
ORD_192DC04E9775,INV-A-08-000003,17876.30,2026-09-08,CUST-PROFILE_A-00255,SKU-AR-DECOR
ORD_1A2ABDD7A06D,INV-A-08-000032,15866.88,2026-09-08,CUST-PROFILE_A-00188,SKU-AR-KITCHEN
ORD_1B24796A23D8,INV-A-08-000070,17619.09,2026-09-08,CUST-PROFILE_A-00460,SKU-AR-KITCHEN
ORD_1C8EF45F35BD,INV-C-08-000072,7866.95,2026-09-08,CUST-PROFILE_C-00385,SKU-CW-PANEL
ORD_1CE05E608350,INV-A-08-000006,10466.37,2026-09-08,CUST-PROFILE_A-00244,SKU-AR-LINEN
ORD_1F885545D44D,INV-C-08-000009,53887.92,2026-09-08,CUST-PROFILE_C-00150,SKU-CW-PANEL
ORD_1FB544B07A4D,INV-C-08-000073, 10962.03 ,2026-09-08,CUST-PROFILE_C-00186,SKU-CW-INVERTER
ORD_2083CED0C9F4,INV-A-08-000020,10298.55,2026-09-08,CUST-PROFILE_A-00045,SKU-AR-KITCHEN
ORD_20B1782EAC29,INV-C-08-000006,"41,308.16",2026-09-08,CUST-PROFILE_C-00056,SKU-CW-CABLE
ORD_20FF46472155,INV-B-08-000057,1212.16,2026-09-08,CUST-PROFILE_B-01124,SKU-BP-MEAL
ORD_2291BA4BAE37,INV-B-08-000037,710.73,2026-09-08,CUST-PROFILE_B-00447,SKU-BP-BEVERAGE
ORD_2613135A61DD,INV-B-08-000036,7149.22,2026-09-08,CUST-PROFILE_B-01331,SKU-BP-DESSERT
ORD_2629823ED45A,INV-B-08-000076,2791.25,2026-09-08,CUST-PROFILE_B-00740,SKU-BP-DESSERT
