order_id,invoice_no,gross,order_date,customer_id,sku
ORD_00BD47FC8925,INV-C-19-000010, 47336.47 ,2026-09-19,CUST-PROFILE_C-00042,SKU-CW-CABLE
ORD_020C616C723B,INV-C-19-000000,38943.41,2026-09-19,CUST-PROFILE_C-00045,SKU-CW-INVERTER
ORD_02281D6339C7,INV-B-19-000048,1522.11,2026-09-19,CUST-PROFILE_B-00831,SKU-BP-MEAL
ORD_03E5A2BC8352,INV-A-19-000000,6967.15,2026-09-19,CUST-PROFILE_A-00087,SKU-AR-TABLEWARE
ORD_05BFF28D156A,INV-B-19-000011,1423.09,2026-09-19,CUST-PROFILE_B-00227,SKU-BP-DESSERT
ORD_06295262D0C6,INV-B-19-000015,1762.3,2026-09-19,CUST-PROFILE_B-00813,SKU-BP-MEAL
ORD_07B57D588E22,INV-C-19-000019,43303.70,2026-09-19,CUST-PROFILE_C-00289,SKU-CW-CABLE
ORD_0812C5C40E14,INV-C-19-000033,8749.32,2026-09-19,CUST-PROFILE_C-00022,SKU-CW-INVERTER
ORD_0866D636B8A5,INV-C-19-000034,14005.47,2026-09-19,CUST-PROFILE_C-00189,SKU-CW-MOUNT
ORD_088E9AE1A23A,INV-A-19-000033,2631.41,2026-09-19,CUST-PROFILE_A-00641,SKU-AR-LINEN
ORD_09376E237DF5,INV-B-19-000014,"3,411.81",2026-09-19,CUST-PROFILE_B-00269,SKU-BP-MEAL
ORD_0954A52FF7B7,INV-B-19-000021,2605.61,2026-09-19,CUST-PROFILE_B-00963,SKU-BP-BEVERAGE
ORD_0C9B208E0EC5,INV-B-19-000007,1394.59,2026-09-19,CUST-PROFILE_B-00779,SKU-BP-DESSERT
ORD_0D4463FE781A,INV-A-19-000071,19470.35,2026-09-19,CUST-PROFILE_A-00274,SKU-AR-LINEN
ORD_0EC50E5EB8B3,INV-A-19-000067,14742.59,2026-09-19,CUST-PROFILE_A-00845,SKU-AR-TABLEWARE
