order_id,invoice_no,gross,order_date,customer_id,sku
ORD_027DC5B4A769,INV-B-15-000068,1153.75,2026-09-15,CUST-PROFILE_B-01390,SKU-BP-DESSERT
ORD_02C3331048F2,INV-A-15-000043,17156.00,2026-09-15,CUST-PROFILE_A-00740,SKU-AR-KITCHEN
ORD_0393E15239D5,INV-A-15-000004,16015.08,2026-09-15,CUST-PROFILE_A-00519,SKU-AR-TABLEWARE
ORD_0405662CD583,INV-C-15-000045,45911.68,2026-09-15,CUST-PROFILE_C-00375,SKU-CW-CABLE
ORD_05302F166BA4,INV-B-15-000061,555.73,2026-09-15,CUST-PROFILE_B-01172,SKU-BP-BEVERAGE
ORD_06CEAD4B0C29,INV-A-15-000064,21921.14,2026-09-15,CUST-PROFILE_A-00369,SKU-AR-TABLEWARE
ORD_078883850310,INV-C-15-000076,55478.60,2026-09-15,CUST-PROFILE_C-00095,SKU-CW-PANEL
ORD_07D37AE85A0A,INV-B-15-000044,2545.02,2026-09-15,CUST-PROFILE_B-00487,SKU-BP-DESSERT
ORD_08C0830294AB,INV-B-15-000010,4522.65,2026-09-15,CUST-PROFILE_B-00241,SKU-BP-MEAL
ORD_094909F1C5F4,INV-C-15-000027,1137.72,2026-09-15,CUST-PROFILE_C-00321,SKU-CW-PANEL
ORD_0952CC8B26AA,INV-C-15-000039,1064.26,2026-09-15,CUST-PROFILE_C-00066,SKU-CW-INVERTER
ORD_0B026E2F2427,INV-B-15-000045,1637.85,2026-09-15,CUST-PROFILE_B-01118,SKU-BP-DESSERT
ORD_0B04CBE1919F,INV-C-15-000023,19253.03,2026-09-15,CUST-PROFILE_C-00258,SKU-CW-PANEL
ORD_0B3DC838F47E,INV-A-15-000069,23180.89,2026-09-15,CUST-PROFILE_A-00585,SKU-AR-KITCHEN
ORD_0B4EDA25DE78,INV-C-15-000062,16473.89,2026-09-15,CUST-PROFILE_C-00064,SKU-CW-INVERTER
ORD_0C1229B52238,INV-B-15-000006,2073.62,2026-09-15,CUST-PROFILE_B-00633,SKU-BP-DESSERT
ORD_0D63A23744B3,INV-C-15-000072,55670.01,2026-09-15,CUST-PROFILE_C-00373,SKU-CW-PANEL
ORD_0DA24BDCF3A0,INV-C-15-000069,27414.75,2026-09-15,CUST-PROFILE_C-00185,SKU-CW-MOUNT
ORD_0DAFF02FAD9F,INV-A-15-000048, 17507.31 ,2026-09-15,CUST-PROFILE_A-00130,SKU-AR-KITCHEN
