payment_id,order_id,method,authorized,captured,status,captured_at
PAY_005EAFAFB2E8,ORD_96BB052502BC,upi,2370.80,2370.8,refunded,2026-09-14
PAY_00A09F5384C2,ORD_3390CF1E154B,netbanking,943.46,943.46,captured,2026-09-14
PAY_017A6A8FB104,ORD_845484A73287,netbanking,12900.22,12900.22,captured,2026-09-14
PAY_01B4F5604DB7,ORD_35A2965A2D5C,upi,2914.87,2914.87,captured,2026-09-14
PAY_024FD9870D27,ORD_5A54F92370BC,upi,5623.11,5623.11,captured,2026-09-14
PAY_02503103CBBD,ORD_E28E0355917C,netbanking,7153.87,2635.16,partial,2026-09-14
PAY_02D4B16C7522,ORD_6AF245CFEABF,netbanking,11610.59,11610.59,refunded,2026-09-14
PAY_038A353B87BC,ORD_9A5EECE1F504,netbanking,10532.82,10532.82,captured,2026-09-14
PAY_0584E56438E1,ORD_10E7AE432DFB,upi,34954.97,34954.97,captured,2026-09-14
PAY_05C2A7208984,ORD_F6A60EAE1487,card,1721.58,1721.58,captured,2026-09-14
PAY_066BE4FD5BFC,ORD_5E2668FAA72D,card,34542.32,34542.32,captured,2026-09-14
PAY_06E06ED8480F,ORD_B3FF1C851AE0,netbanking,37517.34,"37,517.34",captured,2026-09-14
PAY_071C43B0780F,ORD_1D7CC0597C7F,card,762.88,762.88,captured,2026-09-14
PAY_0741F74308CB,ORD_8E301E0356A7,upi,4607.18,4607.18,captured,2026-09-14
PAY_08538F4BF8F6,ORD_CB7DD9793AF6,card,2486.68,2486.68,captured,2026-09-14
PAY_085A40FA66A2,ORD_00CFA828FB87,upi,4810.65,4810.65,captured,2026-09-14
PAY_099810AAD716,ORD_8C5EBDD193F6,card,10510.88,10510.88,captured,2026-09-14
PAY_0BFF00387CAD,ORD_C00E36CC2E41,upi,2758.76,2758.76,captured,2026-09-14
PAY_0C2A13C16D0B,ORD_EDFEEDC31289,card,2327.98,2327.98,captured,2026-09-14
PAY_0C523CA59C6E,ORD_486BD0C5F53F,card,5058.77,5058.77,captured,2026-09-14
PAY_0DA378EB500E,ORD_A4B2A5FEB1BD,card,16217.89,16217.89,captured,2026-09-14
PAY_0DB1994BE538,ORD_9F0CE07934BE,card,21316.62,21316.62,captured,2026-09-14
PAY_0DFDC418C29D,ORD_65975EAD8E62,card,49271.57,49271.57,refunded,2026-09-14
PAY_0F186A4C5466,ORD_C122970081AD,wallet,34433.64,34433.64,captured,2026-09-14
PAY_0F1B5D2894A7,ORD_E52A45C55670,card,4604.13,4604.13,captured,2026-09-14
PAY_0FB005390D7C,ORD_ACC0563B613C,card,1627.42,1627.42,captured,2026-09-14
PAY_1065150F29F8,ORD_3B5D180C2FB5,card,12429.20,12429.20,captured,2026-09-14
PAY_108F5DC1B836,ORD_7402DD468E88,upi,21498.08,21498.08,refunded,2026-09-14
PAY_129C4DDA9F23,ORD_8BFD13565B38,upi,30438.91,30438.91,refunded,2026-09-14
PAY_14334EFE026F,ORD_5D1E3D96158F,card,36142.04,36142.04,captured,2026-09-14
PAY_150533FCE9E2,ORD_AC0275F2B1DC,card,3543.30,3543.30,captured,2026-09-14
