payment_id,order_id,method,authorized,captured,status,captured_at
PAY_00236C1BC6E5,ORD_35751A3099A7,upi,2770.23,2770.23,captured,2026-09-04
PAY_011859385F64,ORD_CF50FD439F50,card,42624.84,42624.84,captured,2026-09-04
PAY_01F081E71599,ORD_097FD4CE85C6,wallet,20361.82, 20361.82 ,captured,2026-09-04
PAY_02216FB7D5CA,ORD_04625A796135,card,7443.68,7443.68,captured,2026-09-04
PAY_023A578BFE97,ORD_B8A31A075489,upi,3334.67, 3334.67 ,captured,2026-09-04
PAY_02CF2B8FC419,ORD_D5415599E8F1,card,34796.41,34796.41,captured,2026-09-04
PAY_04167C994DAF,ORD_A13059842A3E,upi,11400.29,11400.29,captured,2026-09-04
PAY_0592F104622F,ORD_1418B0B49994,card,49061.71,49061.71,refunded,2026-09-04
PAY_06D7E0384C40,ORD_15FBEAEFE22A,wallet,7691.63,7691.63,captured,2026-09-04
PAY_07E1592F6A96,ORD_BAD9CB1E1190,card,44100.78,44100.78,captured,2026-09-04
PAY_08DB7EE119D9,ORD_43945AE7056C,upi,15890.52,15890.52,captured,2026-09-04
PAY_0C0394575567,ORD_8024804D9459,card,48726.67,48726.67,captured,2026-09-04
PAY_0C2199A352A9,ORD_C807D2A31F82,card,1381.91,1381.91,captured,2026-09-04
PAY_0CB41E3520B9,ORD_1571A3C0D962,upi,5607.40,5607.40,captured,2026-09-04
PAY_0E213CBD76C7,ORD_2E9933EBE614,netbanking,31143.31, 31143.31 ,captured,2026-09-04
PAY_0E3CA7592256,ORD_EB62A5F1314C,card,4369.81,4369.81,captured,2026-09-04
PAY_0F395CB5929B,ORD_34E54E76100F,card,5773.17,"5,773.17",captured,2026-09-04
PAY_0F7CEB5EB391,ORD_78FACC2A70F8,netbanking,31172.44,31172.44,captured,2026-09-04
PAY_0FF9BF6993F1,ORD_00F4CE6E4040,wallet,4640.01,4640.01,captured,2026-09-04
PAY_100AA727B2E3,ORD_48AE2D851CD3,card,5843.81,5843.81,captured,2026-09-04
PAY_1391C58BF2A7,ORD_236FE8901945,upi,366.91,366.91,captured,2026-09-04
PAY_13E165176F1B,ORD_743660E3C884,upi,43943.36,43943.36,captured,2026-09-04
PAY_15F855E6BB7A,ORD_1274FEC90146,upi,10828.57,10828.57,captured,2026-09-04
PAY_165361E7846D,ORD_1E5FAC8C5495,netbanking,9795.56,9795.56,captured,2026-09-04
PAY_189D263CC724,ORD_DA9BBC983880,netbanking,4743.23, 4743.23 ,captured,2026-09-04
PAY_18D1BB795BD8,ORD_0C5D31847562,upi,11053.29,11053.29,captured,2026-09-04
PAY_1B3199F61F8F,ORD_418B1A3227C8,card,46777.58,46777.58,captured,2026-09-04
PAY_1C4322554B39,ORD_C2F3F2CE3861,wallet,7015.71,7015.71,refunded,2026-09-04
PAY_1CD823008E54,ORD_E9208BBA94F1,upi,10686.02,10686.02,captured,2026-09-04
PAY_1E9A9AB4FC34,ORD_3F0B7F5B9342,upi,4000.75,4000.75,captured,2026-09-04
PAY_1E9FE0E490B1,ORD_639E0D0C6340,card,8501.04,8501.04,captured,2026-09-04
PAY_203390DD1074,ORD_007E798101E2,card,2028.21,2028.21,refunded,2026-09-04
PAY_207CFD5C7858,ORD_A50A6473C044,card,12811.04,12811.04,captured,2026-09-04
PAY_2275EE109DF4,ORD_421E7C1767E0,upi,3878.34,3878.34,captured,2026-09-04
PAY_23EFABF5F0AB,ORD_0861C0DC2720,card,5841.06,5841.06,captured,2026-09-04
PAY_254633472A45,ORD_BF0826B73F5C,card,13103.07,13103.07,captured,2026-09-04
PAY_25DFA21150C5,ORD_0F46DA5569FF,card,17001.95,17001.95,captured,2026-09-04
PAY_2626338CA467,ORD_B1C72F667626,card,57142.34,57142.34,captured,2026-09-04
PAY_26693D355115,ORD_9244CE23E310,card,2200.51,"2,200.51",captured,2026-09-04
PAY_26EBAFCAC1FA,ORD_1D397E7D1AD1,card,31187.09, 31187.09 ,captured,2026-09-04
PAY_285ED90A9B2C,ORD_7ECC0CDEF167,upi,668.14,668.14,captured,2026-09-04
PAY_2AC589AB7AC9,ORD_ADC5D79CE44B,card,53309.67,"53,309.67",captured,2026-09-04
PAY_2CE58769D90C,ORD_BB5BFCF9F356,upi,40942.32,40942.32,captured,2026-09-04
PAY_302CD228724E,ORD_84FA98E03AD0,upi,1076.59, 1076.59 ,captured,2026-09-04
PAY_30641648960A,ORD_7ABAF9264596,upi,4251.18,4251.18,captured,2026-09-04
PAY_319A0C7352C9,ORD_9B3FF0678A23,upi,2615.04, 2615.04 ,captured,2026-09-04
PAY_32337314C896,ORD_3593BC5B921F,upi,1380.00,1380.00,captured,2026-09-04
PAY_329AC42C6C7D,ORD_46DE7DC0AEA2,upi,17049.11,17049.11,refunded,2026-09-04
PAY_33FE0B77384D,ORD_17F1F0C9DD56,netbanking,24365.06,24365.06,captured,2026-09-04
PAY_34701A2F26C6,ORD_AB4A9157E137,upi,941.05,941.05,captured,2026-09-04
PAY_34F7F7F3F01B,ORD_8C1C7FFD0B4B,card,688.02,688.02,captured,2026-09-04
PAY_3578A08D7949,ORD_9480279E9FD9,card,12613.94,12613.94,captured,2026-09-04
PAY_357C6275FBB2,ORD_879FE8660FCB,card,55804.65, 55804.65 ,captured,2026-09-04
PAY_365949434996,ORD_CE55DC8878C3,card,14646.50,14646.50,captured,2026-09-04
PAY_39DEEE073A31,ORD_797BE87804A9,card,57041.26,57041.26,captured,2026-09-04
PAY_3AC365B465C9,ORD_2A7BA98A9F2D,card,15001.66,15001.66,captured,2026-09-04
PAY_3FA20CA731D6,ORD_D6EC39001341,wallet,4421.96,4421.96,captured,2026-09-04
PAY_4128F293DE64,ORD_CE08555C94E6,upi,7273.82,7273.82,captured,2026-09-04
PAY_4228C5C0D9CB,ORD_7C72AF7CFDA8,card,18669.17,18669.17,captured,2026-09-04
PAY_42BDF578B42F,ORD_B78D5E2622E2,upi,46089.51,46089.51,captured,2026-09-04
PAY_44FBE89D1EA7,ORD_33E56C75D885,card,814.15,814.15,captured,2026-09-04
PAY_45FCA55684C2,ORD_4DB05EA59D38,card,19198.14,19198.14,captured,2026-09-04
PAY_46A4D3DE9347,ORD_F447685B9541,upi,9541.88,9541.88,captured,2026-09-04
PAY_46D5DCAE1F2F,ORD_2E552F645BC9,card,22569.75,22569.75,captured,2026-09-04
PAY_4779CC22FAE7,ORD_EFD2F8566A7A,upi,4318.81,4318.81,captured,2026-09-04
PAY_480F5A7B73FD,ORD_60703FA83FB3,upi,690.43,690.43,refunded,2026-09-04
PAY_49A795877091,ORD_EF7E7D127AAF,netbanking,47778.58,47778.58,captured,2026-09-04
PAY_4A62DE177C5B,ORD_0DB33E75E6E7,card,32226.66,32226.66,captured,2026-09-04
PAY_4A661DF73783,ORD_AAD80EB19333,upi,20005.42,20005.42,captured,2026-09-04
PAY_4B0E067DFE85,ORD_EE8B4F3834A4,upi,427.11,427.11,refunded,2026-09-04
PAY_4B3D5E8AA8A1,ORD_89E1ED3692E6,card,12275.14,12275.14,captured,2026-09-04
PAY_4E5866F2D526,ORD_79513E5F50C3,upi,7319.95,7319.95,captured,2026-09-04
PAY_4F09DA8C74DB,ORD_C0FD22A31769,upi,4882.03,4882.03,captured,2026-09-04
PAY_4F8A65FC76B9,ORD_7ADF98DE27F5,netbanking,9430.92,9430.92,captured,2026-09-04
PAY_4FBA47F6C0AE,ORD_F65E6E6EAF3D,card,5536.89,5536.89,captured,2026-09-04
PAY_5033A564D70D,ORD_D6FD2C6AE068,card,8911.98,8911.98,captured,2026-09-04
PAY_503E79ED0209,ORD_5A689A912B4A,upi,15728.90,15728.90,captured,2026-09-04
PAY_52C29C43C2CA,ORD_15BBFACC8AAA,wallet,14204.75,14204.75,captured,2026-09-04
PAY_531466DECCC7,ORD_9242EBFF57EF,upi,3334.67,"3,334.67",captured,2026-09-04
PAY_53617122F092,ORD_72778B474023,card,21378.32,21378.32,captured,2026-09-04
PAY_53C2DF9AF626,ORD_AB5504362E6C,card,11956.32, 11956.32 ,captured,2026-09-04
PAY_54BF2D80A532,ORD_625DA6161D6E,upi,23700.66,23700.66,captured,2026-09-04
PAY_54E1954B6261,ORD_EF9BB4B83ECE,card,30597.95,30597.95,captured,2026-09-04
PAY_562936EACD9E,ORD_92DB405AB611,netbanking,13283.81,13283.81,captured,2026-09-04
PAY_5700892DC278,ORD_BDE38AEFFD38,upi,2470.22,2470.22,captured,2026-09-04
PAY_572D999AF4C3,ORD_701C177D8647,card,4956.57,4956.57,captured,2026-09-04
PAY_57E1C6176A23,ORD_A7D25F08E666,wallet,59533.67,59533.67,captured,2026-09-04
PAY_580ABE77E2AB,ORD_94FB4360C817,netbanking,10700.61,10700.61,refunded,2026-09-04
PAY_591153423C1B,ORD_0501DC158BAC,upi,3943.48,3943.48,captured,2026-09-04
PAY_59E3958E4466,ORD_6D9424B5D692,card,17286.42,17286.42,captured,2026-09-04
PAY_5A52A8FB8A24,ORD_ADA291D6279B,netbanking,4193.76,4193.76,captured,2026-09-04
PAY_5B04F395C4C4,ORD_598BF643E2DA,netbanking,1789.03,1789.03,captured,2026-09-04
PAY_5BE656E563A5,ORD_DFF542F2BFC7,upi,4393.06,4393.06,captured,2026-09-04
PAY_5C4F56659981,ORD_A75399674974,card,1445.62,1445.62,refunded,2026-09-04
