payment_id,order_id,method,authorized,captured,status,captured_at
PAY_00A24401062F,ORD_3A733645E0E5,card,24665.09,24665.09,captured,2026-09-07
PAY_00E51E526AAD,ORD_8689CB2DABE3,upi,690.08,690.08,captured,2026-09-07
PAY_0246EE9CCFB7,ORD_0639E8B2C4A1,upi,17140.98,17140.98,captured,2026-09-07
PAY_03799F676847,ORD_EA735C4D20CE,netbanking,2611.61,2611.61,captured,2026-09-07
PAY_053D0E21BF87,ORD_41AA8A27FBB6,card,552.77, 552.77 ,captured,2026-09-07
PAY_0B0233DCC18E,ORD_670652F201C2,upi,7675.63,7675.63,captured,2026-09-07
PAY_0B1FB630A97C,ORD_5B9E6E26E17A,card,11221.41,"11,221.41",captured,2026-09-07
PAY_0B8E170C6CBA,ORD_CC9B715A5201,card,5586.17,5586.17,captured,2026-09-07
PAY_0C3A098D4004,ORD_5BF23C2189FE,netbanking,14392.77,14392.77,captured,2026-09-07
PAY_0D321D483DAB,ORD_81796693BC8C,upi,40364.97,40364.97,captured,2026-09-07
PAY_0E9A60422E3C,ORD_C7F67AFB9CD7,upi,5336.08,5336.08,captured,2026-09-07
PAY_0ED14CE64340,ORD_2355D0DDC7A4,card,46787.09,46787.09,captured,2026-09-07
PAY_1005A806C666,ORD_C8851014E16D,card,10004.00,10004.00,captured,2026-09-07
PAY_116E34EFD12B,ORD_34F4FC195EC5,netbanking,42842.66,42842.66,captured,2026-09-07
PAY_117C5201F34B,ORD_5ED0CBBD1A11,card,45864.77,45864.77,captured,2026-09-07
PAY_12E8E41E4CE9,ORD_24B6974AD427,upi,20705.55,20705.55,captured,2026-09-07
PAY_1390AFCA469C,ORD_7CDF9D3CC135,upi,2446.06,2446.06,captured,2026-09-07
PAY_13B7A869FB60,ORD_6C5FD4772279,netbanking,20458.41,20458.41,captured,2026-09-07
PAY_141C26C8FED9,ORD_07D0F4F62702,upi,17854.10,17854.10,captured,2026-09-07
PAY_14D721A59933,ORD_6CF7468596F8,card,20777.43,20777.43,captured,2026-09-07
PAY_158AD19E9E7B,ORD_C4F2A60CF772,upi,24548.72,24548.72,refunded,2026-09-07
PAY_16A7A4832AED,ORD_3CC6205875EE,upi,3211.77,3211.77,captured,2026-09-07
PAY_18745DBC414E,ORD_9FB40CD1F97E,card,32545.40,32545.40,captured,2026-09-07
PAY_18D9F1550EB8,ORD_1966BAF804E9,netbanking,15325.24,15325.24,captured,2026-09-07
PAY_1926DA042352,ORD_4FE3C063B519,upi,23942.66,23942.66,captured,2026-09-07
PAY_197E65A47701,ORD_ADCD25394491,upi,11750.60,11750.60,captured,2026-09-07
PAY_19D0523B8A6D,ORD_465652A5286E,card,48167.89,"48,167.89",captured,2026-09-07
PAY_1AA81627B9DF,ORD_ABBD0E44A445,card,17307.56,17307.56,captured,2026-09-07
PAY_1BF0BD325148,ORD_BA02BEEE8B1B,upi,5443.83,5443.83,captured,2026-09-07
PAY_1E38EA8C10DF,ORD_8EA7B4E45CF4,netbanking,19036.85,19036.85,captured,2026-09-07
PAY_1F10FB6CD4D1,ORD_18BCE4A70975,card,23462.27,23462.27,captured,2026-09-07
PAY_1F45CB19DFCA,ORD_91B50698B356,card,14160.24,14160.24,captured,2026-09-07
PAY_205F17B6928A,ORD_EF7E1DD45A92,netbanking,17874.67,17874.67,captured,2026-09-07
PAY_20AA7501DB96,ORD_3C549A6330E6,card,49352.65,49352.65,captured,2026-09-07
PAY_20B0772C785C,ORD_A7E0FA5E9BB5,card,52400.65,52400.65,captured,2026-09-07
PAY_2246F2E82D2D,ORD_04CB35950630,upi,5110.41,5110.41,captured,2026-09-07
PAY_2293A3D6695E,ORD_88587E9FEDF4,card,39313.46,39313.46,refunded,2026-09-07
PAY_23387D92C739,ORD_9A141E53A3F6,wallet,12788.07,12788.07,captured,2026-09-07
