order_id,invoice_no,gross,order_date,customer_id,sku
ORD_01979DC292E2,INV-B-09-000063,1344.71,2026-09-09,CUST-PROFILE_B-01235,SKU-BP-BEVERAGE
ORD_01F3DE293364,INV-C-09-000056,53722.62,2026-09-09,CUST-PROFILE_C-00183,SKU-CW-INVERTER
ORD_0419C1830276,INV-A-09-000081,8906.88,2026-09-09,CUST-PROFILE_A-00001,SKU-AR-LINEN
ORD_041A030842C7,INV-B-09-000045,1479.30,2026-09-09,CUST-PROFILE_B-01441,SKU-BP-MEAL
ORD_0569AB7F89B9,INV-A-09-000082,15581.60,2026-09-09,CUST-PROFILE_A-00722,SKU-AR-LINEN
ORD_05D79F4722AB,INV-A-09-000011,16439.47,2026-09-09,CUST-PROFILE_A-00825,SKU-AR-TABLEWARE
ORD_07277BD61984,INV-B-09-000043,5077.52,2026-09-09,CUST-PROFILE_B-01129,SKU-BP-BEVERAGE
ORD_0A81A748837C,INV-B-09-000029,6801.06,2026-09-09,CUST-PROFILE_B-00713,SKU-BP-MEAL
ORD_0B40F5C36491,INV-A-09-000058,13515.09,2026-09-09,CUST-PROFILE_A-00186,SKU-AR-KITCHEN
ORD_0BA3DC3F0F93,INV-B-09-000015,6828.60,2026-09-09,CUST-PROFILE_B-00019,SKU-BP-MEAL
ORD_0BA539C42C40,INV-B-09-000021,1325.48,2026-09-09,CUST-PROFILE_B-00850,SKU-BP-MEAL
ORD_0CB4C4509A76,INV-C-09-000000,14045.29,2026-09-09,CUST-PROFILE_C-00295,SKU-CW-MOUNT
ORD_0E2F41001480,INV-C-09-000025,56532.75,2026-09-09,CUST-PROFILE_C-00074,SKU-CW-MOUNT
ORD_0EFB33EE53F2,INV-B-09-000041,429.87,2026-09-09,CUST-PROFILE_B-00970,SKU-BP-MEAL
ORD_1027DC5142BA,INV-B-09-000062,4145.23,2026-09-09,CUST-PROFILE_B-00398,SKU-BP-BEVERAGE
ORD_10529AA483E0,INV-A-09-000062,5565.51,2026-09-09,CUST-PROFILE_A-00759,SKU-AR-LINEN
ORD_108E02EE7101,INV-C-09-000043,16904.78,2026-09-09,CUST-PROFILE_C-00063,SKU-CW-MOUNT
ORD_109AAF6EB65F,INV-B-09-000054,2070.12,2026-09-09,CUST-PROFILE_B-00022,SKU-BP-BEVERAGE
ORD_10EA0120D183,INV-B-09-000072,5530.40,2026-09-09,CUST-PROFILE_B-01587,SKU-BP-MEAL
ORD_119C5D7CBD47,INV-B-09-000071,1608.08,2026-09-09,CUST-PROFILE_B-00199,SKU-BP-BEVERAGE
ORD_13A767D4A302,INV-C-09-000053,46881.07,2026-09-09,CUST-PROFILE_C-00165,SKU-CW-INVERTER
ORD_13D4A40EE523,INV-B-09-000064,2761.65,2026-09-09,CUST-PROFILE_B-01109,SKU-BP-MEAL
ORD_145FAB6A8302,INV-B-09-000042,874.71,2026-09-09,CUST-PROFILE_B-00739,SKU-BP-MEAL
ORD_146E46FB881E,INV-B-09-000000,6813.61,2026-09-09,CUST-PROFILE_B-00728,SKU-BP-MEAL
ORD_149453283AD8,INV-A-09-000030, 20579.37 ,2026-09-09,CUST-PROFILE_A-00006,SKU-AR-TABLEWARE
ORD_152BE0D9590D,INV-B-09-000079,4028.19,2026-09-09,CUST-PROFILE_B-00882,SKU-BP-MEAL
ORD_158788DA58AB,INV-C-09-000028,44178.78,2026-09-09,CUST-PROFILE_C-00230,SKU-CW-INVERTER
ORD_179D6180511E,INV-C-09-000060,39014.42,2026-09-09,CUST-PROFILE_C-00062,SKU-CW-PANEL
ORD_18275F3617BD,INV-A-09-000032,16963.95,2026-09-09,CUST-PROFILE_A-00103,SKU-AR-TABLEWARE
ORD_193ADC1265A5,INV-A-09-000024,18917.83,2026-09-09,CUST-PROFILE_A-00690,SKU-AR-DECOR
ORD_1B9852846D06,INV-A-09-000005,13914.25,2026-09-09,CUST-PROFILE_A-00371,SKU-AR-LINEN
ORD_1C10AFB1A17A,INV-A-09-000014,15625.24,2026-09-09,CUST-PROFILE_A-00255,SKU-AR-TABLEWARE
ORD_1CB1E545C8FE,INV-A-09-000028,12648.43,2026-09-09,CUST-PROFILE_A-00271,SKU-AR-DECOR
ORD_1CBAC21C3CBD,INV-B-09-000076,7395.62,2026-09-09,CUST-PROFILE_B-01574,SKU-BP-DESSERT
ORD_1CE7AD88C105,INV-B-09-000060,1059.59,2026-09-09,CUST-PROFILE_B-00959,SKU-BP-BEVERAGE
ORD_1D90884DD00F,INV-C-09-000023,40387.78,2026-09-09,CUST-PROFILE_C-00082,SKU-CW-CABLE
ORD_1DEE569845F6,INV-A-09-000074,18460.35,2026-09-09,CUST-PROFILE_A-00393,SKU-AR-TABLEWARE
ORD_20199B4AC6DB,INV-C-09-000071,"12,123.67",2026-09-09,CUST-PROFILE_C-00372,SKU-CW-INVERTER
ORD_20B06503035C,INV-A-09-000070,2939.90,2026-09-09,CUST-PROFILE_A-00536,SKU-AR-KITCHEN
ORD_20BEA035863D,INV-B-09-000005,1882.01,2026-09-09,CUST-PROFILE_B-01494,SKU-BP-DESSERT
ORD_2114F97ADF9E,INV-C-09-000014,51198.18,2026-09-09,CUST-PROFILE_C-00359,SKU-CW-CABLE
ORD_215578300590,INV-C-09-000061,24194.71,2026-09-09,CUST-PROFILE_C-00092,SKU-CW-PANEL
ORD_224D4314CC62,INV-A-09-000033,8385.61,2026-09-09,CUST-PROFILE_A-00526,SKU-AR-DECOR
ORD_227A63A1BEE8,INV-C-09-000066,25561.38,2026-09-09,CUST-PROFILE_C-00091,SKU-CW-PANEL
ORD_22C9F5013075,INV-A-09-000054,2237.22,2026-09-09,CUST-PROFILE_A-00537,SKU-AR-LINEN
ORD_23CB1A1424F7,INV-B-09-000018,3473.16,2026-09-09,CUST-PROFILE_B-00316,SKU-BP-MEAL
ORD_240C8FDEF7C9,INV-B-09-000023,2618.56,2026-09-09,CUST-PROFILE_B-01401,SKU-BP-BEVERAGE
ORD_248907E36D7E,INV-B-09-000009,470.69,2026-09-09,CUST-PROFILE_B-00363,SKU-BP-BEVERAGE
ORD_24B8191E60FE,INV-C-09-000006,7503.69,2026-09-09,CUST-PROFILE_C-00259,SKU-CW-CABLE
ORD_24D5BDB37834,INV-C-09-000021,44521.56,2026-09-09,CUST-PROFILE_C-00132,SKU-CW-INVERTER
ORD_274CFF45D1FD,INV-C-09-000072,23456.80,2026-09-09,CUST-PROFILE_C-00047,SKU-CW-MOUNT
ORD_27832DA0C2C3,INV-A-09-000055,9401.92,2026-09-09,CUST-PROFILE_A-00490,SKU-AR-KITCHEN
ORD_28A8011E8DD8,INV-B-09-000065,2472.03,2026-09-09,CUST-PROFILE_B-01549,SKU-BP-BEVERAGE
ORD_29B46983851C,INV-A-09-000019,24230.53,2026-09-09,CUST-PROFILE_A-00761,SKU-AR-LINEN
ORD_2DC47F4839F9,INV-C-09-000007,57756.91,2026-09-09,CUST-PROFILE_C-00329,SKU-CW-PANEL
ORD_2E43A100E2AE,INV-A-09-000006,6237.50,2026-09-09,CUST-PROFILE_A-00231,SKU-AR-LINEN
ORD_2F8668ED956D,INV-A-09-000048,10491.27,2026-09-09,CUST-PROFILE_A-00746,SKU-AR-DECOR
ORD_2F8B91CACA24,INV-B-09-000001,2103.20,2026-09-09,CUST-PROFILE_B-00032,SKU-BP-DESSERT
ORD_306246B54C15,INV-C-09-000029,54096.19,2026-09-09,CUST-PROFILE_C-00049,SKU-CW-PANEL
ORD_31919B8F2167,INV-A-09-000043,16872.01,2026-09-09,CUST-PROFILE_A-00759,SKU-AR-TABLEWARE
ORD_326BEE49A921,INV-A-09-000050,18100.23,2026-09-09,CUST-PROFILE_A-00723,SKU-AR-KITCHEN
ORD_333F841C0922,INV-B-09-000050,4617.26,2026-09-09,CUST-PROFILE_B-00373,SKU-BP-BEVERAGE
ORD_342C4B678984,INV-A-09-000038,14936.83,2026-09-09,CUST-PROFILE_A-00005,SKU-AR-LINEN
ORD_348BE6E671B8,INV-A-09-000067,19989.32,2026-09-09,CUST-PROFILE_A-00206,SKU-AR-DECOR
ORD_3596C15DFE58,INV-B-09-000055,7379.30,2026-09-09,CUST-PROFILE_B-00930,SKU-BP-DESSERT
ORD_3634A213F1AB,INV-A-09-000068,5461.66,2026-09-09,CUST-PROFILE_A-00563,SKU-AR-LINEN
ORD_36CB6D8D9317,INV-C-09-000078,36045.66,2026-09-09,CUST-PROFILE_C-00139,SKU-CW-MOUNT
ORD_3787FC30D800,INV-A-09-000051,7699.58,2026-09-09,CUST-PROFILE_A-00875,SKU-AR-DECOR
ORD_389819FBDB83,INV-A-09-000079,22479.37,2026-09-09,CUST-PROFILE_A-00040,SKU-AR-DECOR
ORD_38B30FEC0F41,INV-C-09-000016,12706.58,2026-09-09,CUST-PROFILE_C-00163,SKU-CW-PANEL
ORD_38D4E5CEC745,INV-B-09-000034,1766.95,2026-09-09,CUST-PROFILE_B-00261,SKU-BP-MEAL
ORD_38F77956634D,INV-B-09-000046,7936.91,2026-09-09,CUST-PROFILE_B-00869,SKU-BP-BEVERAGE
