payment_id,order_id,method,authorized,captured,status,captured_at
PAY_012F060C8443,ORD_DB52C7265193,netbanking,3637.02,3637.02,captured,2026-09-02
PAY_0391F8B25E59,ORD_95DCB625456C,upi,3304.20,3304.20,captured,2026-09-02
PAY_03D2A48124B0,ORD_7CDB11618386,upi,4059.59,4059.59,captured,2026-09-02
PAY_04324ACA18F5,ORD_C60286B52E42,upi,4040.52,4040.52,captured,2026-09-02
PAY_052222471A28,ORD_1AD45D2438D3,card,28008.48,28008.48,captured,2026-09-02
PAY_056F5B4937CC,ORD_5A8686682EA3,upi,5596.59,"5,596.59",captured,2026-09-02
PAY_06286A22693D,ORD_63C379893CD9,netbanking,55218.78,55218.78,captured,2026-09-02
PAY_068282A46C26,ORD_E69BCDC4423E,wallet,2499.93,2499.93,captured,2026-09-02
PAY_07DCB67F5284,ORD_79A85FF92BC5,card,20688.55,20688.55,captured,2026-09-02
PAY_0A5378D1B35D,ORD_C1C1547D2D89,upi,6250.76,6250.76,captured,2026-09-02
PAY_0CD41A7769DF,ORD_DD4F5E1CF082,upi,12164.05, 12164.05 ,captured,2026-09-02
PAY_0DAA310861F2,ORD_F8B1CBDB646A,card,2363.83,2363.83,captured,2026-09-02
PAY_0E491B5F0C7B,ORD_C72B1C08A237,card,24905.94,20239.86,partial,2026-09-02
PAY_0EA0DF89FF29,ORD_860194FB4E4F,upi,320.25,320.25,captured,2026-09-02
PAY_0ED608BEBA33,ORD_7230384A9CDE,upi,54078.98,54078.98,captured,2026-09-02
PAY_0F5CAA8938F6,ORD_832549030A0F,upi,3294.66,3294.66,captured,2026-09-02
PAY_1052E01966DA,ORD_D4BFE0A3D3F6,card,39611.92,39611.92,captured,2026-09-02
PAY_11ECA038CA5B,ORD_2BEEDA7E866A,card,15276.17,15276.17,captured,2026-09-02
PAY_121B30B1B451,ORD_599432E2E3F4,wallet,29451.99,29451.99,refunded,2026-09-02
PAY_152CE2C70D83,ORD_6B3B2B255A89,upi,7871.20,7871.2,captured,2026-09-02
PAY_167E942B257D,ORD_A52EC35BD233,upi,22739.62,22739.62,captured,2026-09-02
PAY_1ACB59C23CD3,ORD_081B67F75B39,wallet,5739.13,5739.13,captured,2026-09-02
PAY_1BB76E2103B4,ORD_7447E74B1056,netbanking,9662.58,4459.01,partial,2026-09-02
PAY_1C33CDB5EB23,ORD_C0502C86EF92,upi,17450.69,17450.69,captured,2026-09-02
PAY_1C6FF6F66806,ORD_1A9238FF0704,upi,9412.94,9412.94,captured,2026-09-02
PAY_1DE4881F8BC3,ORD_1E425A6604DB,netbanking,19466.88,19466.88,captured,2026-09-02
PAY_1E084EC6478E,ORD_7DE65173A503,upi,51750.57, 51750.57 ,captured,2026-09-02
PAY_1E53CD74A090,ORD_34D8DCA957E5,upi,40674.79,40674.79,captured,2026-09-02
PAY_219F815624BA,ORD_B213989C41BC,upi,5856.04,5856.04,captured,2026-09-02
PAY_2238AD8F56E7,ORD_E8FF8129817B,upi,4051.33,4051.33,captured,2026-09-02
PAY_22661322F3F9,ORD_49766E4443B2,upi,1920.82,1920.82,captured,2026-09-02
PAY_230E5210AB02,ORD_F453A15C958C,netbanking,20824.77, 20824.77 ,captured,2026-09-02
PAY_26469C1EC7B3,ORD_52C0155438BD,card,23451.35,23451.35,refunded,2026-09-02
PAY_2683E135F192,ORD_E8F8E1871600,upi,56208.27,56208.27,captured,2026-09-02
PAY_2784AFACE5BC,ORD_EBADDC706463,netbanking,37609.19,37609.19,captured,2026-09-02
PAY_28EF60C2BF1B,ORD_3AFAEDF6E826,netbanking,10723.54,10723.54,captured,2026-09-02
PAY_2AFC7A59E070,ORD_9874042836E4,upi,13230.71,13230.71,captured,2026-09-02
